TargetName	B022-A-mouseWTA | 001 | CD31	B022-A-mouseWTA | 002 | CD31	B022-A-mouseWTA | 003 | CD31	B022-A-mouseWTA | 005 | CD31	B022-A-mouseWTA | 006 | CD31	B022-A-mouseWTA | 007 | CD31	B022-A-mouseWTA | 008 | CD31	B022-A-mouseWTA | 009 | CD31	B022-A-mouseWTA | 010 | CD31	B022-A-mouseWTA | 011 | CD31	B022-A-mouseWTA | 013 | CD31	B022-A-mouseWTA | 014 | CD31	B022-A-mouseWTA | 015 | CD31	B022-A-mouseWTA | 016 | CD31	B022-A-mouseWTA | 017 | CD31	B022-A-mouseWTA | 018 | CD31	B022-A-mouseWTA | 019 | CD31	B022-A-mouseWTA | 020 | CD31	B022-A-mouseWTA | 021 | CD31	B022-A-mouseWTA | 022 | CD31	B022-A-mouseWTA | 023 | CD31	B022-B-mouseWTA | 001 | CD31	B022-B-mouseWTA | 002 | CD31	B022-B-mouseWTA | 003 | CD31	B022-B-mouseWTA | 004 | CD31	B022-B-mouseWTA | 005 | CD31	B022-B-mouseWTA | 006 | CD31	B022-B-mouseWTA | 007 | CD31	B022-B-mouseWTA | 008 | CD31	B022-B-mouseWTA | 009 | CD31	B022-B-mouseWTA | 010 | CD31	B022-B-mouseWTA | 011 | CD31	B022-B-mouseWTA | 012 | CD31	B022-B-mouseWTA | 013 | CD31	B022-B-mouseWTA | 014 | CD31	B022-B-mouseWTA | 015 | CD31	B022-B-mouseWTA | 016 | CD31	B022-B-mouseWTA | 017 | CD31	B022-B-mouseWTA | 018 | CD31	B022-B-mouseWTA | 019 | CD31	B022-B-mouseWTA | 020 | CD31	B022-B-mouseWTA | 021 | CD31
Gabrb2	1.230239381	9.226795354	4.968274421	10.4302904	8.611675664	1.230239381	4.856208081	11.53349419	2.636227244	3.075598451	9.226795354	4.166939837	5.536077212	12.30239381	9.226795354	6.151196903	10.76459458	3.690718142	2.636227244	9.226795354	9.544960711	12.54844168	3.460048258	5.67802791	10.25199484	5.272454488	5.67802791	4.100797935	5.032797466	4.613397677	5.149839267	23.06698839	12.62614101	15.6855521	11.53349419	8.387995776	8.543329032	10.06559493	10.95681948	6.548048316	14.4028025	24.73566414
Kpna3	13.53263319	12.7755628	12.7755628	13.63961052	8.611675664	4.920957522	6.798691314	13.84019303	10.54490898	10.76459458	12.30239381	11.90554239	16.60823164	12.30239381	27.68038606	4.100797935	10.76459458	3.690718142	7.908681732	9.226795354	14.63560642	9.595867168	8.073445935	12.7755628	8.20159587	14.49924984	11.35605582	8.20159587	8.947195495	13.07129342	8.153912173	13.07129342	10.68365778	11.99483396	11.53349419	10.06559493	15.71972542	9.506395213	17.30024129	4.762216957	12.15236461	14.13466522
Ano6	9.841915044	9.226795354	10.64630233	20.8605808	15.99311195	14.76287257	11.65489939	9.226795354	13.18113622	13.84019303	16.91579148	7.738602555	7.381436283	9.226795354	16.60823164	10.25199484	15.37799226	11.07215442	7.908681732	14.76287257	19.08992142	5.905149027	10.38014477	11.35605582	8.20159587	9.226795354	7.097534888	12.30239381	12.30239381	11.53349419	10.72883181	7.304546322	15.53986586	7.381436283	8.073445935	13.42079324	17.08665806	12.86159352	23.64366309	16.66775935	10.3520143	9.815739738
Bst2	17.22335133	48.26323724	80.91189772	30.48854117	29.52574513	43.05837832	35.9359398	27.68038606	10.54490898	16.14689187	33.83158297	24.4063619	25.83502699	30.75598451	31.3711042	24.60478761	21.52918916	25.83502699	21.08981795	40.59789956	43.90681927	33.21646327	27.68038606	19.87309769	57.41117109	28.99849968	39.74619537	30.24338477	25.72318705	16.14689187	24.89088979	13.07129342	9.712416162	20.29894978	21.91363897	16.77599155	42.03317884	16.77599155	22.49031368	16.07248223	7.65148883	7.067332612
Entpd4	14.76287257	6.387781399	9.226795354	9.62796037	9.841915044	8.611675664	9.712416162	9.226795354	7.908681732	6.151196903	6.151196903	11.90554239	8.304115819	15.37799226	12.9175135	14.35279277	10.76459458	3.690718142	10.54490898	9.226795354	12.09028357	16.23915982	16.14689187	9.936548843	12.30239381	10.54490898	2.839013955	9.739395096	8.387995776	9.226795354	8.153912173	13.45574322	14.56862424	11.99483396	9.226795354	6.710396621	9.226795354	12.86159352	15.57021716	10.71498815	20.7040286	15.31255399
Ripk2	52.90029336	17.03408373	14.90482326	15.24427059	13.53263319	12.30239381	8.741174546	9.226795354	11.8630226	9.995694967	6.151196903	4.166939837	10.14947489	12.30239381	9.226795354	18.45359071	10.76459458	18.45359071	15.81736346	12.9175135	13.362945	13.28658531	10.38014477	14.19506978	16.40319174	15.81736346	17.03408373	8.20159587	11.18399437	8.457895741	7.724758901	14.99354245	16.51110748	19.37627024	16.14689187	10.06559493	10.25199484	10.06559493	16.72356658	11.90554239	13.05253977	8.63785097
Sez6l	11.07215442	9.226795354	7.807288377	11.23262043	9.841915044	7.381436283	3.884966465	6.920096516	10.54490898	8.457895741	4.613397677	7.143325435	2.768038606	9.226795354	9.226795354	8.20159587	6.151196903	11.07215442	10.54490898	11.07215442	5.726976427	9.595867168	9.226795354	5.67802791	10.25199484	13.18113622	7.097534888	6.663796645	7.828796058	6.920096516	7.295605629	14.99354245	13.59738263	11.07215442	11.53349419	11.74319409	7.518129548	11.74319409	9.803470064	8.929156794	4.950963361	13.74203563
Smtn	27.06526637	20.58285117	22.00235815	21.66291083	8.611675664	18.45359071	38.84966465	16.14689187	17.13547709	22.29808877	26.14258684	26.78747038	33.21646327	15.37799226	12.9175135	10.25199484	16.91579148	22.14430885	15.81736346	29.52574513	10.81762214	17.71544708	16.14689187	11.35605582	16.40319174	17.13547709	17.03408373	25.62998709	34.11118282	19.22249032	29.61157579	13.84019303	35.9359398	21.22162931	13.84019303	13.42079324	27.68038606	19.01279043	17.30024129	60.7182662	9.901926721	12.17151728
Itih5	13.53263319	10.64630233	12.7755628	9.62796037	7.381436283	9.841915044	20.39607394	9.226795354	18.45359071	4.613397677	1.537799226	10.71498815	11.99483396	24.60478761	11.07215442	2.050398968	16.91579148	11.07215442	15.81736346	5.536077212	17.18092928	23.62059611	19.60694013	17.03408373	6.151196903	13.18113622	21.29260466	20.50398968	13.42079324	18.45359071	20.59935707	38.06053084	60.21698021	47.97933584	62.28086864	41.93997888	79.62382657	59.27517015	72.0843387	49.40800093	36.00700626	33.37351511
Foxo1	3.690718142	4.968274421	6.387781399	7.220970277	11.07215442	3.690718142	9.712416162	11.53349419	9.226795354	6.920096516	7.688996128	13.09609663	12.9175135	6.151196903	12.9175135	10.25199484	12.30239381	25.83502699	13.18113622	16.60823164	5.090645713	8.85772354	13.84019303	8.517041865	20.50398968	5.272454488	4.258520933	8.714195612	11.18399437	9.226795354	7.724758901	10.76459458	8.741174546	10.14947489	14.99354245	10.06559493	12.64412697	7.26959634	10.38014477	16.07248223	11.25218946	7.459962201
Dnaja1	57.82125089	36.19742793	45.42422328	44.93048172	50.4398146	46.74909646	44.67711435	27.68038606	35.58906779	53.05407329	33.83158297	51.19383229	53.51541305	36.90718142	53.51541305	26.65518658	33.83158297	59.05149027	44.81586315	35.06182235	38.17984284	38.38346867	41.52057909	42.58520933	36.90718142	63.26945386	38.32668839	43.05837832	50.32797466	67.66316593	42.05702068	29.9870849	20.39607394	33.21646327	29.9870849	20.13118986	35.54024877	34.67038254	27.10371135	26.19219326	25.20490438	33.37351511
Tmod2	14.76287257	9.226795354	8.517041865	8.825630339	4.920957522	3.690718142	4.856208081	4.613397677	2.636227244	3.844498064	4.613397677	4.166939837	8.304115819	6.151196903	3.690718142	4.100797935	13.84019303	11.07215442	7.908681732	16.60823164	8.908629997	10.3340108	11.53349419	7.097534888	10.25199484	7.908681732	7.097534888	8.20159587	6.151196903	6.151196903	3.862379451	12.68684361	16.51110748	14.76287257	13.84019303	13.42079324	9.910261677	18.45359071	14.99354245	9.524433914	18.00350313	19.63147948
Fhl2	6.151196903	9.936548843	11.35605582	8.825630339	12.30239381	4.920957522	14.56862424	16.14689187	6.59056811	9.995694967	10.76459458	13.69137375	4.613397677	6.151196903	11.07215442	12.30239381	7.688996128	3.690718142	15.81736346	7.381436283	12.09028357	15.50101619	14.99354245	11.35605582	20.50398968	14.49924984	15.61457675	6.151196903	4.473597747	10.76459458	11.58713835	11.53349419	10.68365778	6.458756748	8.073445935	3.355198311	4.442531096	6.710396621	6.920096516	11.90554239	4.050788204	8.63785097
Zfp955a	7.381436283	13.48531629	8.517041865	8.825630339	2.460478761	11.07215442	9.712416162	16.14689187	13.18113622	13.07129342	9.226795354	8.929156794	4.613397677	9.226795354	22.14430885	6.151196903	6.151196903	7.381436283	15.81736346	11.07215442	10.18129143	11.07215442	5.766747096	5.67802791	2.050398968	10.54490898	11.35605582	8.714195612	6.710396621	19.22249032	9.012218718	13.07129342	7.76993293	10.14947489	16.14689187	6.710396621	10.25199484	9.506395213	10.95681948	17.85831359	11.70227703	13.74203563
Cyyr1	24.60478761	17.74383722	20.58285117	20.8605808	31.98622389	36.90718142	8.741174546	9.226795354	21.08981795	18.45359071	7.688996128	26.19219326	31.3711042	15.37799226	14.76287257	28.70558555	16.91579148	14.76287257	15.81736346	14.76287257	24.18056713	18.45359071	13.84019303	18.45359071	24.60478761	23.7260452	25.5511256	55.36077212	30.1967848	45.36507716	56.21907867	19.22249032	12.62614101	9.226795354	12.68684361	5.032797466	23.23785497	29.63758508	23.64366309	19.04886783	20.7040286	19.63147948
Igsf8	8.611675664	9.226795354	5.67802791	12.03495046	7.381436283	9.841915044	12.62614101	6.920096516	9.226795354	7.688996128	13.84019303	14.88192799	10.14947489	6.151196903	22.14430885	16.40319174	9.226795354	11.07215442	5.272454488	14.76287257	10.81762214	19.19173434	10.38014477	9.936548843	6.151196903	13.18113622	8.517041865	4.613397677	10.62479465	6.920096516	9.44137199	22.68253858	14.56862424	16.60823164	10.38014477	18.45359071	10.25199484	11.18399437	10.95681948	10.11971103	17.55341555	23.16514578
Psmc5	18.45359071	19.1633442	28.39013955	19.25592074	24.60478761	20.91406947	19.42483232	27.68038606	17.13547709	15.37799226	18.45359071	17.26303647	17.53091117	3.075598451	27.68038606	20.50398968	16.91579148	18.45359071	15.81736346	23.98966792	17.81725999	14.02472894	19.60694013	21.29260466	10.25199484	14.49924984	24.13161862	18.96619045	15.0983924	19.99138993	22.31597016	17.30024129	25.25228202	16.60823164	24.2203378	20.13118986	23.92132129	20.69038958	19.03026542	13.69137375	18.00350313	30.23247839
Cdh5	78.73532036	121.3678466	108.5922838	91.46562351	79.96555974	79.96555974	181.6221822	66.89426632	110.7215442	80.73445935	83.04115819	132.1515206	118.1029805	61.51196903	68.27828562	57.41117109	69.20096516	114.4122624	89.6317263	107.0308261	96.08593783	119.5792678	87.65455586	97.94598145	104.5703473	73.81436283	56.7802791	96.88135122	128.0567355	76.88996128	109.4340844	33.83158297	40.79214788	27.68038606	51.90072387	46.97277635	71.76396387	70.45916452	55.93744683	51.78910941	25.65499196	32.98088552
Limch1	12.30239381	13.48531629	15.61457675	14.44194055	9.841915044	8.611675664	10.68365778	6.920096516	7.908681732	12.30239381	13.84019303	10.11971103	20.29894978	15.37799226	12.9175135	18.45359071	12.30239381	18.45359071	15.81736346	22.14430885	8.908629997	19.92987796	12.68684361	14.19506978	18.45359071	17.13547709	12.7755628	13.32759329	12.86159352	13.07129342	15.87867107	14.22464284	12.62614101	11.99483396	9.226795354	25.16398733	15.37799226	19.01279043	10.38014477	14.88192799	14.4028025	14.52729481
Mecp2	7.381436283	11.35605582	7.807288377	6.418640246	7.381436283	7.381436283	10.68365778	11.53349419	9.226795354	13.07129342	10.76459458	12.50081951	7.381436283	6.151196903	7.381436283	14.35279277	9.226795354	14.76287257	7.908681732	7.381436283	9.544960711	11.07215442	9.226795354	9.936548843	4.100797935	13.18113622	7.097534888	9.739395096	6.151196903	8.457895741	9.870525263	8.457895741	9.712416162	13.84019303	12.68684361	15.0983924	8.543329032	12.30239381	9.803470064	10.11971103	12.15236461	14.13466522
Cops2	20.91406947	24.84137211	31.938907	29.68621114	28.29550575	34.44670266	19.42483232	36.90718142	22.40793157	28.44928568	23.06698839	22.02525343	20.29894978	30.75598451	29.52574513	30.75598451	16.91579148	36.90718142	34.27095417	25.83502699	19.08992142	28.04945788	32.29378374	32.64866048	16.40319174	30.31661331	26.97063257	17.42839122	26.84158648	25.37368722	23.60342998	14.60909264	18.45359071	19.37627024	24.2203378	13.42079324	12.64412697	13.97999296	16.72356658	9.524433914	13.95271493	15.70518358
Wipf2	7.381436283	10.64630233	8.517041865	14.44194055	9.841915044	3.690718142	12.62614101	2.306698839	2.636227244	9.995694967	7.688996128	11.90554239	8.304115819	12.30239381	5.536077212	12.30239381	12.30239381	3.690718142	2.636227244	14.76287257	15.90826785	11.81029805	6.920096516	7.097534888	8.20159587	11.8630226	11.35605582	7.688996128	8.387995776	11.53349419	7.724758901	13.07129342	12.62614101	10.14947489	9.226795354	10.06559493	11.27719432	9.506395213	11.53349419	5.357494077	11.70227703	12.95677645
Ahnak	23.37454823	24.13161862	14.19506978	17.65126068	27.06526637	15.99311195	38.84966465	34.60048258	31.63472693	40.75167948	15.37799226	33.3355187	34.13914281	21.52918916	22.14430885	18.45359071	7.688996128	11.07215442	23.7260452	16.60823164	26.08955928	26.57317062	21.91363897	12.7755628	20.50398968	26.36227244	14.19506978	26.14258684	39.70318001	40.75167948	35.19056833	16.14689187	33.99345657	12.9175135	20.76028955	20.13118986	29.04731871	26.84158648	26.52703664	34.52607294	12.15236461	11.77888769
Sec23b	9.841915044	11.35605582	16.32433024	8.825630339	8.611675664	7.381436283	14.56862424	4.613397677	9.226795354	11.53349419	15.37799226	8.929156794	9.226795354	15.37799226	5.536077212	14.35279277	6.151196903	29.52574513	10.54490898	14.76287257	10.18129143	12.54844168	21.91363897	9.936548843	18.45359071	9.226795354	9.936548843	9.226795354	16.21679183	13.84019303	11.58713835	13.07129342	3.884966465	9.226795354	11.53349419	8.387995776	10.25199484	11.18399437	9.226795354	4.762216957	10.3520143	9.815739738
Sec13	44.2886177	41.87545584	39.74619537	40.91883157	36.90718142	25.83502699	37.87842303	11.53349419	60.63322661	45.36507716	41.52057909	44.64578397	47.05665631	36.90718142	51.67005398	47.15917625	29.21818529	33.21646327	44.81586315	23.98966792	41.36149641	44.2886177	35.753832	42.58520933	36.90718142	60.63322661	39.74619537	50.23477471	49.76877494	59.9741698	46.77770668	17.30024129	10.68365778	19.37627024	12.68684361	20.13118986	21.87092232	24.60478761	22.49031368	12.50081951	21.15411618	17.66833153
Ovca2	12.30239381	31.22915351	24.84137211	40.11650154	30.75598451	25.83502699	15.53986586	27.68038606	11.8630226	26.91148645	46.13397677	17.85831359	13.84019303	79.96555974	35.06182235	49.20957522	23.06698839	66.43292655	28.99849968	46.13397677	42.63415784	65.69478292	48.44067561	56.7802791	61.51196903	43.49774953	32.64866048	14.86539251	15.0983924	19.22249032	14.59121126	9.611245161	7.76993293	9.226795354	19.60694013	10.06559493	9.568528515	5.591997184	13.26351832	12.50081951	15.75306524	8.24522138
Rnf214	9.841915044	8.517041865	11.35605582	6.418640246	6.151196903	8.611675664	8.741174546	13.84019303	6.59056811	7.688996128	6.151196903	10.11971103	11.99483396	9.226795354	16.60823164	14.35279277	6.151196903	11.07215442	15.81736346	22.14430885	13.99927571	12.54844168	13.84019303	12.7755628	16.40319174	13.18113622	7.097534888	7.688996128	9.506395213	9.995694967	10.72883181	16.91579148	11.65489939	19.37627024	13.84019303	16.77599155	14.01105961	16.77599155	11.53349419	11.31026527	11.70227703	11.77888769
Tmem189	13.53263319	10.64630233	14.90482326	16.04660062	7.381436283	19.68383009	14.56862424	9.226795354	18.45359071	9.226795354	12.30239381	14.88192799	12.9175135	24.60478761	11.07215442	6.151196903	6.151196903	14.76287257	10.54490898	7.381436283	12.72661428	9.595867168	12.68684361	12.7755628	10.25199484	15.81736346	18.45359071	16.40319174	11.18399437	9.995694967	15.4495178	13.07129342	9.712416162	13.84019303	20.76028955	18.45359071	12.98586013	13.42079324	18.45359071	14.28665087	14.4028025	14.52729481
Lcp2	12.30239381	13.48531629	12.06580931	11.23262043	9.841915044	9.841915044	29.13724849	11.53349419	19.77170433	9.226795354	15.37799226	21.42997631	11.07215442	6.151196903	16.60823164	6.151196903	7.688996128	11.07215442	15.81736346	16.60823164	8.272299283	16.23915982	10.38014477	9.936548843	10.25199484	14.49924984	12.7755628	14.35279277	10.06559493	8.457895741	13.73290471	5.38229729	3.884966465	11.07215442	3.460048258	6.710396621	8.20159587	7.828796058	9.226795354	5.357494077	2.250437891	5.889443843
Cetn3	18.45359071	14.19506978	14.19506978	11.23262043	17.22335133	8.611675664	22.33855717	6.920096516	19.77170433	16.91579148	18.45359071	19.04886783	12.9175135	21.52918916	16.60823164	18.45359071	10.76459458	7.381436283	18.45359071	18.45359071	10.18129143	20.66802159	19.60694013	26.97063257	10.25199484	13.18113622	18.45359071	11.78979406	12.86159352	15.37799226	20.1702038	21.91363897	16.51110748	16.60823164	19.60694013	16.77599155	19.47879019	20.13118986	17.30024129	12.50081951	19.35376586	17.66833153
Tsc2	14.76287257	13.48531629	17.03408373	9.62796037	13.53263319	11.07215442	18.45359071	6.920096516	19.77170433	6.151196903	12.30239381	9.524433914	7.381436283	18.45359071	7.381436283	14.35279277	9.226795354	11.07215442	10.54490898	12.9175135	19.08992142	16.23915982	11.53349419	11.35605582	10.25199484	11.8630226	11.35605582	8.714195612	14.53919268	14.60909264	9.44137199	12.30239381	10.68365778	13.84019303	12.68684361	16.77599155	12.30239381	12.86159352	10.95681948	13.69137375	18.90367829	19.23884989
Sh3glb2	12.30239381	22.00235815	18.45359071	16.04660062	24.60478761	13.53263319	7.76993293	16.14689187	6.59056811	19.22249032	15.37799226	9.524433914	9.226795354	15.37799226	22.14430885	20.50398968	16.91579148	7.381436283	13.18113622	20.29894978	15.27193714	18.45359071	12.68684361	15.61457675	18.45359071	13.18113622	17.03408373	13.84019303	12.30239381	9.995694967	11.15798508	20.37583974	19.42483232	17.53091117	12.68684361	16.77599155	16.06145858	11.74319409	13.26351832	12.50081951	18.90367829	18.8462203
Trir	17.22335133	31.938907	44.71446979	47.33747182	41.82813894	28.29550575	18.45359071	25.37368722	14.49924984	12.30239381	32.29378374	21.42997631	12.9175135	30.75598451	38.75254049	22.55438864	29.21818529	22.14430885	39.54340866	51.67005398	40.08883499	37.64532504	44.98062735	58.19978608	32.80638348	46.13397677	55.36077212	25.62998709	26.84158648	32.29378374	23.60342998	18.0691409	11.65489939	40.59789956	35.753832	46.97277635	22.21265548	16.77599155	17.876916	10.71498815	9.901926721	14.9199244
Ercc1	14.76287257	15.61457675	14.19506978	7.220970277	9.841915044	13.53263319	13.59738263	9.226795354	5.272454488	4.613397677	16.91579148	10.11971103	12.9175135	9.226795354	14.76287257	20.50398968	4.613397677	14.76287257	18.45359071	3.690718142	11.45395285	9.595867168	10.38014477	14.19506978	2.050398968	6.59056811	12.7755628	10.25199484	7.26959634	7.688996128	9.44137199	9.995694967	6.798691314	11.99483396	12.68684361	10.06559493	17.42839122	9.506395213	19.03026542	4.166939837	9.451839143	9.423110149
Ankrd17	6.151196903	14.90482326	18.45359071	11.23262043	17.22335133	9.841915044	17.48234909	20.76028955	17.13547709	16.14689187	10.76459458	10.11971103	4.613397677	6.151196903	11.07215442	14.35279277	15.37799226	14.76287257	7.908681732	3.690718142	17.81725999	13.28658531	13.84019303	5.67802791	12.30239381	21.08981795	11.35605582	17.94099097	17.33519127	13.07129342	10.29967853	14.22464284	10.68365778	17.53091117	11.53349419	10.06559493	12.30239381	16.21679183	16.14689187	13.09609663	12.60245219	15.31255399
Wrnip1	8.611675664	14.19506978	10.64630233	6.418640246	7.381436283	11.07215442	5.827449697	11.53349419	7.908681732	8.457895741	6.151196903	7.143325435	13.84019303	9.226795354	7.381436283	16.40319174	9.226795354	7.381436283	10.54490898	3.690718142	12.09028357	7.381436283	18.45359071	8.517041865	14.35279277	9.226795354	15.61457675	7.176396387	12.86159352	11.53349419	7.295605629	10.76459458	10.68365778	10.14947489	10.38014477	6.710396621	8.885062193	11.74319409	9.226795354	11.31026527	11.70227703	11.77888769
Pcbd1	19.68383009	13.48531629	12.06580931	17.65126068	9.841915044	12.30239381	8.741174546	4.613397677	9.226795354	19.99138993	4.613397677	7.143325435	14.76287257	18.45359071	14.76287257	12.30239381	7.688996128	25.83502699	5.272454488	16.60823164	13.362945	10.3340108	14.99354245	24.13161862	18.45359071	10.54490898	8.517041865	12.81499355	15.65759212	14.60909264	16.73697762	6.535646709	5.827449697	14.76287257	6.920096516	13.42079324	5.46773058	7.26959634	11.53349419	7.738602555	6.301226095	7.459962201
Gas7	7.381436283	10.64630233	8.517041865	9.62796037	14.76287257	11.07215442	6.798691314	18.45359071	6.59056811	11.53349419	9.226795354	5.952771196	2.768038606	9.226795354	16.60823164	18.45359071	13.84019303	3.690718142	7.908681732	7.381436283	8.272299283	12.54844168	5.766747096	9.936548843	12.30239381	10.54490898	14.19506978	8.20159587	7.828796058	6.151196903	5.149839267	34.98493238	7.76993293	19.37627024	10.38014477	5.032797466	12.98586013	9.506395213	12.1101689	11.31026527	32.85639321	25.52092332
Id3	13.53263319	21.29260466	25.5511256	23.26757089	38.1374208	20.91406947	15.53986586	16.14689187	18.45359071	19.99138993	12.30239381	28.57330174	14.76287257	15.37799226	11.07215442	10.25199484	16.91579148	14.76287257	34.27095417	27.68038606	30.54387428	14.02472894	20.76028955	18.45359071	14.35279277	13.18113622	21.29260466	27.68038606	19.01279043	26.14258684	33.04480197	13.07129342	21.36731556	11.99483396	13.84019303	8.387995776	26.99691974	24.04558789	17.876916	30.3591331	14.4028025	20.02410907
Cend1	11.07215442	5.67802791	2.839013955	5.616310216	11.07215442	4.920957522	2.913724849	4.613397677	3.954340866	3.844498064	7.688996128	4.166939837	6.458756748	6.151196903	3.690718142	14.35279277	6.151196903	14.76287257	7.908681732	5.536077212	10.81762214	8.119579912	5.766747096	1.419506978	10.25199484	3.954340866	9.936548843	3.075598451	7.828796058	6.151196903	4.720685995	31.52488413	13.59738263	19.37627024	12.68684361	15.0983924	10.593728	20.13118986	18.45359071	7.738602555	24.7548168	33.37351511
Slc24a2	12.30239381	5.67802791	7.097534888	10.4302904	7.381436283	7.381436283	3.884966465	13.84019303	10.54490898	6.920096516	10.76459458	5.357494077	2.768038606	18.45359071	14.76287257	12.30239381	6.151196903	3.690718142	7.908681732	12.9175135	8.908629997	5.905149027	9.226795354	14.19506978	12.30239381	5.272454488	8.517041865	7.688996128	7.26959634	4.613397677	3.004072906	30.75598451	17.48234909	11.07215442	19.60694013	10.06559493	8.543329032	7.828796058	14.41686774	8.333879675	21.15411618	32.58825593
Arrdc3	11.07215442	16.32433024	7.807288377	14.44194055	7.381436283	7.381436283	25.25228202	27.68038606	11.8630226	14.60909264	6.151196903	26.19219326	23.06698839	12.30239381	11.07215442	6.151196903	9.226795354	3.690718142	5.272454488	14.76287257	9.544960711	25.09688336	9.226795354	4.258520933	24.60478761	6.59056811	7.097534888	9.739395096	26.84158648	19.22249032	12.4454449	11.53349419	5.827449697	17.53091117	13.84019303	13.42079324	11.27719432	13.42079324	14.41686774	11.90554239	15.75306524	13.34940604
Tmbim6	70.12364469	45.42422328	58.90953957	50.54679194	45.51885708	49.20957522	71.8718796	43.82727793	71.17813559	49.97847483	38.44498064	54.76549501	47.97933584	30.75598451	23.98966792	43.05837832	38.44498064	33.21646327	34.27095417	44.2886177	38.81617356	45.76490496	59.9741698	41.16570235	30.75598451	54.0426585	38.32668839	61.51196903	58.15677072	49.20957522	47.63601322	31.90933393	53.41828889	28.6030656	34.60048258	35.22958226	47.15917625	41.38077916	36.33050671	47.62216957	32.85639321	34.55140388
Cdiptos	2.460478761	10.64630233	15.61457675	9.62796037	8.611675664	4.920957522	11.65489939	11.53349419	2.636227244	16.14689187	10.76459458	12.50081951	6.458756748	9.226795354	11.07215442	16.40319174	23.06698839	11.07215442	7.908681732	16.60823164	6.363307141	10.3340108	18.45359071	9.936548843	6.151196903	7.908681732	8.517041865	12.81499355	8.947195495	11.53349419	8.583065446	10.76459458	6.798691314	9.226795354	13.84019303	8.387995776	12.30239381	8.387995776	4.613397677	5.357494077	10.3520143	14.9199244
Man1c1	7.381436283	9.936548843	9.936548843	14.44194055	15.99311195	8.611675664	9.712416162	4.613397677	18.45359071	9.995694967	6.151196903	11.31026527	9.226795354	15.37799226	9.226795354	8.20159587	12.30239381	22.14430885	10.54490898	12.9175135	9.544960711	9.595867168	8.073445935	9.936548843	18.45359071	18.45359071	4.258520933	5.638597161	12.86159352	8.457895741	6.866452357	12.30239381	11.65489939	11.07215442	11.53349419	10.06559493	8.885062193	7.828796058	13.84019303	12.50081951	9.901926721	9.423110149
Arhgef18	6.151196903	9.226795354	7.807288377	9.62796037	12.30239381	7.381436283	6.798691314	11.53349419	15.81736346	3.844498064	15.37799226	5.357494077	5.536077212	6.151196903	12.9175135	4.100797935	7.688996128	7.381436283	7.908681732	23.98966792	12.72661428	11.07215442	13.84019303	9.936548843	6.151196903	11.8630226	14.19506978	8.714195612	10.06559493	7.688996128	9.870525263	11.53349419	13.59738263	12.9175135	13.84019303	21.80878902	9.226795354	10.62479465	11.53349419	14.28665087	11.25218946	14.13466522
Bmp2k	13.53263319	9.226795354	17.03408373	11.23262043	13.53263319	8.611675664	13.59738263	13.84019303	13.18113622	9.995694967	4.613397677	18.45359071	11.07215442	9.226795354	7.381436283	6.151196903	15.37799226	14.76287257	15.81736346	7.381436283	11.45395285	11.07215442	14.99354245	15.61457675	10.25199484	9.226795354	5.67802791	16.40319174	7.26959634	6.151196903	7.724758901	9.226795354	8.741174546	14.76287257	11.53349419	8.387995776	11.61892748	11.74319409	18.45359071	8.333879675	5.401050939	9.030480559
Tspan6	27.06526637	19.1633442	14.90482326	16.84893065	12.30239381	12.30239381	10.68365778	6.920096516	10.54490898	3.075598451	18.45359071	13.09609663	19.37627024	12.30239381	16.60823164	16.40319174	6.151196903	14.76287257	18.45359071	14.76287257	10.18129143	12.54844168	11.53349419	18.45359071	12.30239381	18.45359071	8.517041865	12.81499355	10.62479465	7.688996128	14.59121126	8.073445935	6.798691314	11.07215442	10.38014477	15.0983924	10.93546116	11.18399437	5.766747096	3.571662718	6.301226095	10.20836933
Pafah1b2	7.381436283	17.03408373	18.45359071	6.418640246	9.841915044	17.22335133	15.53986586	9.226795354	7.908681732	13.84019303	6.151196903	13.69137375	14.76287257	12.30239381	11.07215442	16.40319174	10.76459458	11.07215442	18.45359071	7.381436283	12.72661428	9.595867168	12.68684361	7.097534888	16.40319174	14.49924984	17.03408373	12.30239381	12.86159352	10.76459458	9.012218718	16.53134168	13.59738263	11.99483396	21.91363897	10.06559493	14.69452593	16.21679183	10.38014477	13.09609663	10.80210188	16.09781317
Map1a	11.07215442	7.097534888	11.35605582	8.825630339	13.53263319	11.07215442	9.712416162	9.226795354	1.318113622	10.76459458	10.76459458	6.548048316	9.226795354	15.37799226	14.76287257	12.30239381	16.91579148	11.07215442	15.81736346	12.9175135	10.18129143	8.85772354	4.613397677	9.936548843	10.25199484	6.59056811	8.517041865	8.20159587	12.30239381	2.306698839	7.724758901	50.36292464	22.33855717	33.21646327	23.06698839	13.42079324	18.11185755	25.16398733	17.30024129	10.71498815	45.00875782	67.92491899
Mrpl28	11.07215442	8.517041865	5.67802791	8.825630339	8.611675664	11.07215442	10.68365778	9.226795354	9.226795354	3.844498064	4.613397677	8.333879675	3.690718142	12.30239381	14.76287257	12.30239381	13.84019303	7.381436283	13.18113622	5.536077212	8.908629997	8.119579912	9.226795354	8.517041865	10.25199484	10.54490898	7.097534888	6.663796645	6.710396621	6.920096516	10.29967853	11.917944	11.65489939	11.07215442	14.99354245	11.74319409	12.30239381	13.97999296	9.803470064	13.69137375	9.451839143	11.3862581
